canonical_asset_id,PF_symbol,mechanism_proof_cohort,pilot_anchor,pair_identity_source,observed_or_verified_start,observed_or_verified_end,symbol_migrations,known_status_intervals,historical_authority_status,api_key,Kraken_spot_pair,wsname,spot_base,spot_quote,current_status,identity_confidence,inclusion_or_exclusion_reason
FLOKI,PF_FLOKIUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-07-16T16:55:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,FLOKIUSD,FLOKIUSD,FLOKI/USD,FLOKI,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
FLOW,PF_FLOWUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:10:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,FLOWUSD,FLOWUSD,FLOW/USD,FLOW,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
FLR,PF_FLRUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-10T03:05:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,FLRUSD,FLRUSD,FLR/USD,FLR,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
FLUX,PF_FLUXUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-02-05T22:20:00+00:00,2025-12-31T23:35:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,FLUXUSD,FLUXUSD,FLUX/USD,FLUX,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
GALA,PF_GALAUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:10:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,GALAUSD,GALAUSD,GALA/USD,GALA,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
GAS,PF_GASUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,no_archive_rows_observed,GASUSD,GASUSD,GAS/USD,GAS,ZUSD,online,high_current_identity_historical_interval_pending,excluded_no_official_archive_rows_observed
GIGA,PF_GIGAUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-10-29T14:10:00+00:00,2025-12-31T23:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,GIGAUSD,GIGAUSD,GIGA/USD,GIGA,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
GMT,PF_GMTUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:05:00+00:00,2025-12-31T21:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,GMTUSD,GMTUSD,GMT/USD,GMT,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
GMX,PF_GMXUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-03-21T15:50:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,GMXUSD,GMXUSD,GMX/USD,GMX,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
GOAT,PF_GOATUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-12-11T15:20:00+00:00,2025-12-31T23:40:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,GOATUSD,GOATUSD,GOAT/USD,GOAT,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
GPS,PF_GPSUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
GRASS,PF_GRASSUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-01-27T15:00:00+00:00,2025-12-31T21:05:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,GRASSUSD,GRASSUSD,GRASS/USD,GRASS,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
GRIFFAIN,PF_GRIFFAINUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-01-23T15:00:00+00:00,2025-12-31T23:25:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,GRIFFAINUSD,GRIFFAINUSD,GRIFFAIN/USD,GRIFFAIN,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
GRT,PF_GRTUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:20:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,GRTUSD,GRTUSD,GRT/USD,GRT,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
GTC,PF_GTCUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-02T09:30:00+00:00,2025-12-31T22:30:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,GTCUSD,GTCUSD,GTC/USD,GTC,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
HAEDAL,PF_HAEDALUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
HBAR,PF_HBARUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-07-10T16:05:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,HBARUSD,HBARUSD,HBAR/USD,HBAR,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
HFT,PF_HFTUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:00:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,HFTUSD,HFTUSD,HFT/USD,HFT,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
HIGH,PF_HIGHUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
HMSTR,PF_HMSTRUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-04-21T22:40:00+00:00,2025-12-31T17:15:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,HMSTRUSD,HMSTRUSD,HMSTR/USD,HMSTR,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
HYPE,PF_HYPEUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,no_archive_rows_observed,HYPEUSD,HYPEUSD,HYPE/USD,HYPE,ZUSD,online,high_current_identity_historical_interval_pending,excluded_no_official_archive_rows_observed
ICP,PF_ICPUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:00:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,ICPUSD,ICPUSD,ICP/USD,ICP,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
ICX,PF_ICXUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T01:00:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,ICXUSD,ICXUSD,ICX/USD,ICX,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
ID,PF_IDUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
IMX,PF_IMXUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:55:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,IMXUSD,IMXUSD,IMX/USD,IMX,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
INIT,PF_INITUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-07-01T00:00:00+00:00,2025-12-31T22:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,INITUSD,INITUSD,INIT/USD,INIT,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
INJ,PF_INJUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:45:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,INJUSD,INJUSD,INJ/USD,INJ,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
IO,PF_IOUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
IOST,PF_IOSTUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
IOTA,PF_IOTAUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
IOTX,PF_IOTXUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
IP,PF_IPUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-03-10T15:00:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,IPUSD,IPUSD,IP/USD,IP,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
JASMY,PF_JASMYUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:10:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,JASMYUSD,JASMYUSD,JASMY/USD,JASMY,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
JTO,PF_JTOUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-12-20T20:05:00+00:00,2025-12-31T23:30:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,JTOUSD,JTOUSD,JTO/USD,JTO,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
JUP,PF_JUPUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-01-31T16:00:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,JUPUSD,JUPUSD,JUP/USD,JUP,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
KAIA,PF_KAIAUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
KAITO,PF_KAITOUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-02-20T13:15:00+00:00,2025-12-31T23:40:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,KAITOUSD,KAITOUSD,KAITO/USD,KAITO,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
KAS,PF_KASUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-11-19T13:55:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,KASUSD,KASUSD,KAS/USD,KAS,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
KAVA,PF_KAVAUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:00:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,KAVAUSD,KAVAUSD,KAVA/USD,KAVA,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
KOMA,PF_KOMAUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
KSM,PF_KSMUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:00:00+00:00,2025-12-31T23:30:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,KSMUSD,KSMUSD,KSM/USD,KSM,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
LAYER,PF_LAYERUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-03-04T19:55:00+00:00,2025-12-31T16:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,LAYERUSD,LAYERUSD,LAYER/USD,LAYER,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
LDO,PF_LDOUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:00:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,LDOUSD,LDOUSD,LDO/USD,LDO,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
LINK,PF_LINKUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:05:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,LINKUSD,LINKUSD,LINK/USD,LINK,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
LPT,PF_LPTUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:35:00+00:00,2025-12-31T23:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,LPTUSD,LPTUSD,LPT/USD,LPT,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
LQTY,PF_LQTYUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-01-22T22:55:00+00:00,2025-12-31T23:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,LQTYUSD,LQTYUSD,LQTY/USD,LQTY,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
LRC,PF_LRCUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:30:00+00:00,2025-12-31T23:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,LRCUSD,LRCUSD,LRC/USD,LRC,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
LSK,PF_LSKUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:05:00+00:00,2025-12-31T22:40:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,LSKUSD,LSKUSD,LSK/USD,LSK,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
LTC,PF_LTCUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:00:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,XLTCZUSD,LTCUSD,LTC/USD,XLTC,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
LUNA2,PF_LUNA2USD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
MANA,PF_MANAUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:30:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,MANAUSD,MANAUSD,MANA/USD,MANA,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
ME,PF_MEUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-01-28T16:00:00+00:00,2025-12-31T22:40:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,MEUSD,MEUSD,ME/USD,ME,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
MELANIA,PF_MELANIAUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-01-20T11:10:00+00:00,2025-12-31T23:15:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,MELANIAUSD,MELANIAUSD,MELANIA/USD,MELANIA,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
METIS,PF_METISUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-04-09T18:10:00+00:00,2025-12-31T21:15:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,METISUSD,METISUSD,METIS/USD,METIS,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
MEW,PF_MEWUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-10-08T16:10:00+00:00,2025-12-31T23:35:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,MEWUSD,MEWUSD,MEW/USD,MEW,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
MINA,PF_MINAUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:15:00+00:00,2025-12-31T23:30:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,MINAUSD,MINAUSD,MINA/USD,MINA,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
MNT,PF_MNTUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-07-03T14:00:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,MNTUSD,MNTUSD,MNT/USD,MNT,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
MOG,PF_MOGUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-08-29T16:05:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,MOGUSD,MOGUSD,MOG/USD,MOG,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
MOODENG,PF_MOODENGUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-12-18T15:10:00+00:00,2025-12-31T23:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,MOODENGUSD,MOODENGUSD,MOODENG/USD,MOODENG,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
MORPHO,PF_MORPHOUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-11-21T12:15:00+00:00,2025-12-31T23:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,MORPHOUSD,MORPHOUSD,MORPHO/USD,MORPHO,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
MOVE,PF_MOVEUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
MOVR,PF_MOVRUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:10:00+00:00,2025-12-31T23:25:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,MOVRUSD,MOVRUSD,MOVR/USD,MOVR,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
MTL,PF_MTLUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
MUBARAK,PF_MUBARAKUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-07-01T00:20:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,MUBARAKUSD,MUBARAKUSD,MUBARAK/USD,MUBARAK,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
NEAR,PF_NEARUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:05:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,NEARUSD,NEARUSD,NEAR/USD,NEAR,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
NEIRO,PF_NEIROUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-12-05T15:30:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,NEIROUSD,NEIROUSD,NEIRO/USD,NEIRO,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
NEO,PF_NEOUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,no_archive_rows_observed,NEOUSD,NEOUSD,NEO/USD,NEO,ZUSD,online,high_current_identity_historical_interval_pending,excluded_no_official_archive_rows_observed
NMR,PF_NMRUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:50:00+00:00,2025-12-31T23:40:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,NMRUSD,NMRUSD,NMR/USD,NMR,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
NOT,PF_NOTUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-02-13T16:25:00+00:00,2025-12-31T23:40:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,NOTUSD,NOTUSD,NOT/USD,NOT,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
OGN,PF_OGNUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T01:55:00+00:00,2025-12-31T22:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,OGNUSD,OGNUSD,OGN/USD,OGN,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
ONDO,PF_ONDOUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-04-11T14:25:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,ONDOUSD,ONDOUSD,ONDO/USD,ONDO,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
ONE,PF_ONEUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
ONG,PF_ONGUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
ONT,PF_ONTUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
OP,PF_OPUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-09-29T09:35:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,OPUSD,OPUSD,OP/USD,OP,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
ORCA,PF_ORCAUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-03T20:30:00+00:00,2025-12-31T23:05:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,ORCAUSD,ORCAUSD,ORCA/USD,ORCA,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
ORDI,PF_ORDIUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
OXT,PF_OXTUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:30:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,OXTUSD,OXTUSD,OXT/USD,OXT,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
PENDLE,PF_PENDLEUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-06-06T14:15:00+00:00,2025-12-31T23:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,PENDLEUSD,PENDLEUSD,PENDLE/USD,PENDLE,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
PENGU,PF_PENGUUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-01-28T15:00:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,PENGUUSD,PENGUUSD,PENGU/USD,PENGU,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
PEOPLE,PF_PEOPLEUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
PEPE,PF_PEPEUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-05-16T15:40:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,PEPEUSD,PEPEUSD,PEPE/USD,PEPE,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
PIXEL,PF_PIXELUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
PNUT,PF_PNUTUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-12-18T15:00:00+00:00,2025-12-31T23:40:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,PNUTUSD,PNUTUSD,PNUT/USD,PNUT,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
POL,PF_POLUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-12-21T21:20:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,POLUSD,POLUSD,POL/USD,POL,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
POPCAT,PF_POPCATUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-09-19T16:00:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,POPCATUSD,POPCATUSD,POPCAT/USD,POPCAT,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
PORTAL,PF_PORTALUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-06-20T14:20:00+00:00,2025-12-31T16:40:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,PORTALUSD,PORTALUSD,PORTAL/USD,PORTAL,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
POWR,PF_POWRUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T07:50:00+00:00,2025-12-31T21:25:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,POWRUSD,POWRUSD,POWR/USD,POWR,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
PUMP,PF_PUMPUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-07-14T16:55:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,PUMPUSD,PUMPUSD,PUMP/USD,PUMP,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
PYTH,PF_PYTHUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-12-05T15:10:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,PYTHUSD,PYTHUSD,PYTH/USD,PYTH,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
QNT,PF_QNTUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:10:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,QNTUSD,QNTUSD,QNT/USD,QNT,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
