definition_id,dimension,contributor_id,trades,base_contribution_bps
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_2d0db3d24a9b21ef4e65660acff5b7b4,22,0.020918478268385714
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_2d525f0658fccbcb054b8b39f279822f,7,-0.27011545879297627
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_2db0ba7a6c189b7f5aaec65251c0d863,4,-0.1338877320594575
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_2de29cf7118f9999412597c2d51b94fe,2,-0.12831751415215162
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_2efa28d8ae839bd5242a14ad76d56b00,1,-0.12828545238234523
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_2f08949ddbd90961feb1b06cfa2d2238,4,-0.04037470908147809
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_2f11e4abe0093c5b548ee2a0789d13ff,8,-0.16519411038315449
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_2fa558cd3d5cbba942ab70933ed7ee8d,16,-0.019431298831445096
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_2fbe17c3e31aaa26a0a2a40697a643f0,13,-0.0009058873222201162
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_303fbf3b84efa6a51499094452101430,11,-0.08044226216231443
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_30bd38928bacbc3a45339d1e396fcf81,4,-0.027438285124704573
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_314d5ce1a4670a91d6be5e95bd6ebfb5,3,-0.033490580569540046
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_31977a9cbed2e802b977cf6114030e28,15,-0.14482954404671802
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_31cd172d78c36b0753f985f2aa3d8940,1,0.012544950110903806
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_31f6b68b4241ab11974b31eceb3d50e4,18,0.075347114346069
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_32b9a47765bde091627908e2a503162b,1,-0.052225889255591434
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_330d9fce41bb0d813bb4941640995d45,7,0.14017353757082252
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_335e5687bb53715ce88b727919eb09ba,8,-0.05626590516800578
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3399c9d9e4ea0fddcc56b437914af848,9,-0.14727372784329684
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_33bafde05329c98dab9b907d4bcef59b,1,0.2059303918551107
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_344859de2055c5ee43276f42af9dc2ed,3,-0.016171447476748944
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3455ec8d4e2d60a0758ee79d4708654b,5,-0.11609907731602381
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_34ff0186a115d7072b7592b8d8219764,11,-0.008396195956790297
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3507664c7632d45c41cdb6d3ed4456c6,3,-0.07866695735589181
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3550b271efc884ac5fe49253fdc3abcd,1,0.2187867516002536
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3596fc5c427f2b23f714fdd6975a8d8f,12,-0.08116665924435292
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_35bd8dfe6020d7e4fe3b19da481501f9,9,-0.1919806212446244
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3603536e4b2d52cfb140359ceda1eedf,1,-0.14992248062015512
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3621cb072b0f67c5e28797f00a1263a3,4,-0.17809555240596808
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_369ca1c6b57b7f2d541547fcf44d1dbc,8,-0.16846620390448264
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_36b34b89d1763d809fef8531bd85b5ff,1,-0.2438487608022583
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_36e238c52dcde4291dd0a8ebfb518964,3,-0.039596580642778136
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_37128d513e62d70d18e462b298dbf05a,6,-0.1265675177835758
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3735bbd642bee3d443c1e3d5c58cfced,3,0.12866734052997328
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3742c561833ff932df97b53097ece438,6,0.15306980117082417
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_380016de2ddaa429df8b4f9dcf30fa04,7,0.11749878531569524
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_38332809511cb52db09b9804231a16fb,3,0.1989318730636231
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_38be4618e4f9cb03ee327907822fa6c9,12,0.14609232433509198
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_39b76dcd018728d343ae2e430307bcbd,16,-0.0726841733461418
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3b1831d414f911c26047e290887d5755,15,-0.12235219766333807
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3b98691381b312e8257cbf8a453bfea6,4,0.0324481579508165
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3bf3859166dd4bce819306a554622ad4,1,-0.046481113320079176
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3d3e7f9383abb64d7528a5af93c79d40,4,0.11850809005343757
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3dc99e00aef829aa2500bddd981261d0,19,-0.08962830440114018
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3e5e2f6f0027e23947461890e6b775d1,5,-0.1886423233837991
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3f05b106f53880ad11afadc9c69c27ff,6,0.09338778096737663
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3f398088b174a5c735dd013f93adc06f,21,-0.08288401249568968
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3f780681210e4a1bf02ef1efc14944b8,4,-0.02764904970378536
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3fa345baf6f1b19ba1fce3f08d083839,37,-0.06848871703527123
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_3fc0e4acd15b0d338243418ca98b9d2c,3,0.07156161483421988
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4085242ac74fa02131c118fbf7503340,1,-1.3692355104881209
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_408924e2d4aede6c17a36324e58a8d08,10,-0.12758800091497755
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_40fbfc8883e688c7ed93c771cf0191da,2,-0.18605132068002317
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_40fcd05b032cf64866f7b2719f1ba505,5,0.34664733757002003
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4125cd287281e08c496e3a93c2310edb,2,0.1693134251742428
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_416a68b7479dc65a344abaa53e228222,18,-0.07909691961040638
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_41726d5e10ce6140b0aed1c345b00a77,19,0.09435882616685287
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4287a6699ec2ab682220767b974defce,11,0.07460697843614841
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_42d3dbc0e1520cdc72a347fd88eaa920,2,-0.03874998264115871
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4348e33cea380eabd441d77a49d49080,3,0.13118103532979825
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_434d440b5f98c0ff9922b594b1641fa5,3,-0.26574613057536584
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_436b4d72b866fe305bfe2f602d56a42a,10,0.1482413333317545
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_43a2fd93515a0f3700c6a3657521d01b,7,-0.18000413179604274
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_43f944e63fc83a184a05944844a422e5,23,0.030260430521767724
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4431983e4914d0d58ae9e18180ab17c2,12,-0.08174890614933589
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_44574b163cdcbc54c060dfe55c9b2414,3,-0.09276648044277216
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_451a6aa0de95736e700331043016fb03,3,-0.06146563046913011
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_45e758874014abbfe7cebbd645237c3f,25,-0.05991433455415614
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_45fff6a5731cb6026bfad002aa51146f,13,-0.003870096853671268
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_464b4a5c1ad90c52e65e77272625352b,12,-0.10339746761526121
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_46e58c259ae5893577bc1391da172904,3,0.3136569572198321
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_46f3bf630812c6c8f5220d2621d8c3f7,12,0.23883910838548678
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4749b10435c20b32875d4f2eb903c293,24,-0.11780694172343903
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_478ec61b82f454305587fcf7d1c23ede,20,0.0022014259176318662
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_48bcde1883f683419dc2f469957bba7c,15,-0.09326639502584551
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_48e979956c0cc6e2ff291378dcb72308,9,0.04336719637509108
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_49ad793177553c12f3af2a44d796f441,14,0.0019879394424794448
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_49e7bf1d4f32f7cc072d5e9325857e47,21,0.0035175669981101516
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4a27b9b9c41f2f5689897c451c8fda53,13,0.04197568162681348
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4a836764452691583c89467274f23df4,10,0.21721793679402548
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4a8888682ff59526084185eb9209f5fb,4,-0.046850288359226
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4aa31969e1b4b5ea9b6b7701bcb3bf89,17,0.01028847545081134
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4acc7065197d6739011b52db9ece0ca9,9,-0.04181520084831629
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4b3215d9366c087a28a2e97c519c2ee2,1,-0.018830716983223198
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4b9d77681583ca0b6e54128cb9e0d259,10,0.03325322762908091
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4bcf50ae3b4864ac3162ce78f2e54a9a,19,0.017732542522912922
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4beb99c474c6376c28b8915aa82f0d79,7,-0.0758768278428349
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4c482964c50bd00287a7b6065d5c64db,2,0.012755285048845873
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4ca10f3a666743fd26730ed7cbc4c600,9,-0.02102638548271919
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4ca5afa721283e209c5435cc42972f50,14,-0.05465290504145347
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4d347ba1b457cb7b5e0c0b8a4ee5e53a,8,0.17686752605460573
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4d6a6ab8a06baa341dce5ec1b1e25da5,14,-0.025998206204435836
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4d76a10347f67c81745c4a81238eec94,12,-0.14805734492803135
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4db340cc1c23213cf0a85ff29961e314,31,-0.04837527442960853
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4df43fda5effebc7053cfd409675a446,8,0.03161142951338
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4e1b11abb76618db5b34fd05836f28d6,1,-0.02357407103675748
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4e868eb7962dc1814827c4da47e44b0f,14,-0.10441345839031475
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4ef0624aa7998abe2c0c82be11d4095c,20,0.014210558974530187
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4f31ae61b4ccf17125ddf936146548d5,6,-0.06280028757775148
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4f42d4a45555127cfbfa02a9d2123c13,16,0.10327790414678335
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4f49b7ba7af4d39c4b045f533b5f5259,7,-0.04337168137065525
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_4ff62098156e2fc89e85551d8a0ca4db,2,-0.038206376865134534
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_50b3867d5d4cf23b9d478c805afac23f,12,-0.015764850435199596
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_51b69979fa5d4c85abbe6f34e00ef2cb,5,0.10875002313365172
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_51dca1764a19a9f1e048667c9dce32f6,4,-0.18821963065866432
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_52950e9f99d9e283b818536b3b343151,3,-0.030830423143927987
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_530978bfa468e1c28c938da9df591394,12,0.06917278794844187
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_53557944f701be951f1ed63c0c4edb9e,11,0.02265399051766099
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_53aacbe65a9a5db4605ccd7cd0dd3ecb,3,0.007165570732534748
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_53ec974c3498c0e57320b10f7b08309e,9,0.10409382842264622
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_53fc714a671d4184dd15638970d1f7e6,17,-0.008725450556592497
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_54010a372f6e4c1ba328e23ecb366950,8,-0.015474481030260443
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_543d24d1b2937cb808fe8db59640ba5f,3,0.010594751473177441
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_544fafd552a23c23907639fe1f5d4e0c,6,-0.029922567896019707
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_54c65daf55844365f6d32a26b2beb546,2,-0.1805722757429245
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_550abf2034fc275c62598f84fbdc0659,1,0.04322053185730277
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5572fbbb7d598780d7d43d63b20c9f79,11,0.07005149623263388
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_55f4f931c8424daa6fdabec478439eb7,16,-0.10828992699331721
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_56f273ecef2bc08a7b6fe513e9be6255,3,-0.0014079117105320125
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_575928ee3d812039429a28e1f26a30ba,15,-0.04759167150458204
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_577cd622cf91e5be32e7f8a09d12f40d,21,-0.0006661059936423439
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_578b2cc70f1d3580904cdc41b41313c1,12,-0.03296605164370247
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_57e201c42ef77ed38494d75f634aae71,3,0.0018206198067870093
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_57f81f26e2e460aa831a20f1f7ac9cff,9,0.08390894741991586
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_580bfe80da44f9ec57efea2771c9cb80,18,-0.002554848812272541
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5812bc211129ae4083319104f602b489,26,-0.03755386547077535
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_58e0949c3618cbe0eaea3d5f872f2bdc,14,0.004935334902456963
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_598053cfcd961b67a8f911a539000ccd,1,-0.02205006769279938
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_599405aec33498e712fcc265796e13ad,1,-0.3340143941899957
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_59f93eb76adfd090c32d787ac0d3384a,21,0.09906577662482305
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5a1b1e711b0f4c23acdb1ab277f4bf88,15,0.002593046790185924
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5a6d50d797b01d69e786d7a72f7590d7,5,0.16926865868043758
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5ab40e888cac676b4af899d4c45e3963,1,-0.03743739362995446
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5ab9cc63e47c10b23f73e2021c419a93,6,0.20059939454442738
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5bc6a4559749459b4dca3010d15902f0,18,0.00022479119826949046
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5c00af9f631a461a794a42e6e8456db3,4,0.034892251600328036
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5c0a2ef683ec491f8cf9103b5c1c2825,7,-0.05943470234094956
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5c205f288045b6f723b4da36a91618ad,5,0.010327936635483592
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5c7f1a2caf9e6fd44550bdf5f0faad19,12,-0.10859603404788135
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5cd528d151136a9dc2bb289087f5f7ef,12,0.027134868555694948
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5cdb94782c054ca1d62b67cfbb2c90d5,2,0.004632086944380321
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5d03e4de749e6c06bf6965409c4bf93d,1,0.16329532752068082
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5dbf800a5cb3d4ae040dd427381a7d3a,20,-0.05864807091370968
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5e1b39196b7e9b280e3a631a89ea4217,9,-0.02438564430155116
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5e5ea466b24e38561647377d4f2f3207,8,-0.027556843279974444
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5e653a5ca1b4a557cce843ff4ae2eea0,4,-0.06884811951587212
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5ee1bbc894919abfd8f23c1a0da66250,6,0.2226811123950188
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5f3e2053b246066ea230ea36065abc97,2,0.23230001233434922
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5f5a23e3d0d9576a19a4c079f77b7c4b,2,-0.0822348062167983
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5f6623283e7daad7dc32da99dab2eb0a,7,0.024062212356633916
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5f8bb65cebf8aeb1b2869ff6cf688ecd,7,-0.027899654239246525
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_5fab25b95317deff330738e9ea575e3c,12,-0.08014165777635478
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_602319ace8951024692d709c43515b7b,6,0.11890295288745709
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_604a6739be0b38f8295bc3b462c9f6fb,13,-0.0300376134388983
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_6065cd8de407e43e9ff142d1f83e232b,27,0.02688417887684668
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_60918c5e1a7ed11785d9d5cc00359549,10,-0.30974319621323815
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_60cd93444bb6992bda4fda8fe74cd1c4,12,-0.031204571887708553
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_60cddbd9e17e758762839bf9bc36aaaa,1,0.09452576257945305
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_60d38399c88e9e65ad04395d1382920e,5,-0.5519236295936711
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_60e6b5ed9207484d3236b36742a0bcf0,1,-0.08049576304743823
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_618142364add0ac3e97e7e096b2071ed,16,0.0306634575476024
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_62496a5c2ea68c5bb02b047fa265d3a9,18,0.010275584507614306
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_62edc93a244379474df84444ddd8a0d0,1,0.12978313436530173
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_635e4eaa0efc75eb943a6c8e219b44a2,8,-0.28360568318429635
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_63af49c46cc34bfc71851d7cb7c9187b,2,-0.09784289741835846
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_63b392a1c9de29800b86eb07765ce91a,11,-0.005465856356307341
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_6403ed44c837c4a3b96cfddba96c8c67,7,-0.07246559092361143
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_640f283e59cfddd8801f9529146fdde7,2,-0.002698830479555719
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_6436a2ea800f6851f2d0b49576bda3e9,3,-0.01528407737490961
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_645a5268293467d6555172f85a1a167f,13,-0.3829427987770281
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_6529065a4eb1b6cd97c2c458e72be61f,19,-0.07290699461120148
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_6555dbfde1e31f7f6ae7a3f8aa80ca20,6,0.16584830724970065
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_6562c0c5c9baa2a35565733d0c4e2701,7,0.09711562931619037
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_656fe10473164d1d1c438f7babfdec08,4,0.0056686791569080346
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_6585d386b7a6baed04282b6a48fc8856,1,-0.040206830206829115
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_65ced81426a4d40ea0b6dfa61db02dc4,16,-0.03187255429274281
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_66074e5dfea2445dc090faf63b5edfad,11,-0.11931765301027208
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_66a243103e7af2f70fb0440ef87e02e6,1,-0.03732732732732679
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_66ab141580084fd5adc68c31c4a2763b,15,0.022856333539272574
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_67ba21845d7238b34f30d09e4a888081,1,-0.16775213265453726
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_67d75e2ab44eec415c82b449ec6dc9df,14,0.06606917245320158
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_681c23a5a88686d99f83a5a9b8faa695,11,-0.016945534014607622
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_688bbf693fa55f2678e485822f3fddbc,14,-0.11564437978998215
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_694ca1b64044d04e75bff61dee2ebbd1,25,0.04473215634155287
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_6a0abf8e44d2530487e0504f2fd8ee5b,21,-0.16987496338461594
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_6a25b70a2f207a869445adc6db97a4f9,29,0.06362294292553497
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_6a3de9a82163df7a2ac5c45ed0c0c026,3,-0.0264393186649845
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_6a6c56b5c685f8aa93173218ce230264,14,0.12804186971189618
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_6aee9f9c70930a04f5d9348c1bfbeb2a,6,-0.09612517307771395
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_6b1b94248bfdfc87569ee2f7d218fc1d,10,-0.4590783236924467
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_6b475670e08587408d11d06b8015c1ca,15,0.10443469679829397
kda03_v1_primary_negative_reference_led_catchup_timeout_6h,market_day,kda03_day_6b7333acb5503bf0c5ec57ed2eded199,11,0.04957518550837385
